Langage,Nom,Type,Description,Étoiles,Connu,Maîtrise,Priorité_apprentissage,Objectif_personnel
Python,WhisperLiveKit,Web,"Real-time & local speech-to-text, translation, and speaker diarization. With server & web UI.",445,,,,
Python,theHarvester,ML,"E-mails, subdomains and names Harvester - OSINT",214,,,,
Python,Python,Autre,All Algorithms implemented in Python,437,,,,
Python,paperless-ngx,Autre,"A community-supported supercharged document management system: scan, index and archive all your documents",123,,,,
Python,cheat.sh,Autre,the only cheat sheet you need,42,,,,
Python,qlib,ML,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.",124,,,,
Python,Retrieval-based-Voice-Conversion-WebUI,Data,Easily train a good VC model with voice data <= 10 mins!,26,,,,
Python,llama-stack,Autre,Composable building blocks to build Llama Apps,11,,,,
Python,MiniCPM-V,NLP,"MiniCPM-V 4.5: A GPT-4o Level MLLM for Single Image, Multi Image and High-FPS Video Understanding on Your Phone",110,,,,
Python,freqtrade,Autre,"Free, open source crypto trading bot",33,,,,
Python,DeepFaceLab,Autre,DeepFaceLab is the leading software for creating deepfakes.,42,,,,
Python,RD-Agent,Data,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report",16,,,,
Python,pwndbg,Autre,Exploit Development and Reverse Engineering with GDB & LLDB Made Easy,9,,,,
Python,InvenTree,Autre,Open Source Inventory Management System,207,,,,
Python,f2,Autre,High-speed downloader for multiple platforms,110,,,,
Python,AdalFlow,NLP,AdalFlow: The library to build & auto-optimize LLM applications.,21,,,,
JavaScript,EasySpider,Web,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,127,,,,
JavaScript,screenity,Autre,The free and privacy-friendly screen recorder with no limits 🎥,111,,,,
JavaScript,TalkingHead,Web,Talking Head (3D): A JavaScript class for real-time lip-sync using Ready Player Me full-body 3D avatars.,16,,,,
JavaScript,popcorn-desktop,API,"Popcorn Time is a multi-platform, free software BitTorrent client that includes an integrated media player ( Windows / Mac / Linux ) A Butter-Project Fork",1,,,,
JavaScript,brave-browser,Web,"Brave browser for Android, iOS, Linux, macOS, Windows.",12,,,,
JavaScript,filestash,Web,"📁 A file manager / web client for SFTP, S3, FTP, WebDAV, Git, Minio, LDAP, CalDAV, CardDAV, Mysql, Backblaze, ...",90,,,,
JavaScript,claude-task-master,ML,"An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others.",49,,,,
JavaScript,nuclei-templates,Autre,Community curated list of templates for the nuclei engine to find security vulnerabilities.,6,,,,
JavaScript,edex-ui,Autre,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",16,,,,
JavaScript,hakuneko,Autre,"Manga & Anime Downloader for Linux, Windows & MacOS",6,,,,
JavaScript,Sigma-Web-Dev-Course,Web,Source Code for Sigma Web Development Course,26,,,,
JavaScript,escrcpy,Autre,📱 Display and control your Android device graphically with scrcpy.,11,,,,
Rust,hyperswitch,Autre,"An open source payments switch written in Rust to make payments fast, reliable and affordable",683,,,,
Rust,bevy,Data,A refreshingly simple data-driven game engine built in Rust,36,,,,
Rust,comprehensive-rust,Autre,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.,60,,,,
Rust,chroma,Data,Open-source search and retrieval database for AI applications.,155,,,,
Rust,baml,Web,The AI framework that adds the engineering to prompt engineering (Python/TS/Ruby/Java/C#/Rust/Go compatible),39,,,,
Rust,codex,Autre,Lightweight coding agent that runs in your terminal,179,,,,
Rust,rust,Autre,Empowering everyone to build reliable and efficient software.,39,,,,
Rust,zed,Autre,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",72,,,,
Rust,jj,Autre,A Git-compatible VCS that is both simple and powerful,57,,,,
Rust,tabby,ML,Self-hosted AI coding assistant,11,,,,
Rust,egui,Web,egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native,11,,,,
Rust,czkawka,Autre,"Multi functional app to find duplicates, empty folders, similar images etc.",30,,,,
Rust,tfhe-rs,Data,TFHE-rs: A Pure Rust implementation of the TFHE Scheme for Boolean and Integer Arithmetics Over Encrypted Data.,5,,,,
Rust,book,Autre,The Rust Programming Language,5,,,,
Rust,flox,Autre,Developer environments you can take with you,11,,,,
Rust,spotify-player,Autre,A Spotify player in the terminal with full feature parity,4,,,,
Rust,embassy,Web,"Modern embedded framework, using Rust and async.",6,,,,
Go,nats-server,API,"High-Performance server for NATS.io, the cloud and edge native messaging system.",12,,,,
Go,traefik,API,The Cloud Native Application Proxy,21,,,,
Go,sing-box,API,The universal proxy platform,25,,,,
Go,s-ui,Web,An advanced Web Panel • Built for SagerNet/Sing-Box,22,,,,
Go,yay,Autre,Yet another Yogurt - An AUR Helper written in Go,8,,,,
Go,syncthing,Autre,Open Source Continuous File Synchronization,33,,,,
Go,Xray-core,Autre,"Xray, Penetrates Everything. Also the best v2ray-core. Where the magic happens. An open platform for various uses.",28,,,,
Go,netbird,Autre,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",9,,,,
Go,terraform,API,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",81,,,,
Go,harbor,Autre,"An open source trusted cloud native registry project that stores, signs, and scans content.",24,,,,
Go,rule,Autre,Clash、Sing-box、等分流规则,10,,,,
Go,kubo,Autre,An IPFS implementation in Go,4,,,,
Go,lazysql,Data,A cross-platform TUI database management tool written in Go.,28,,,,
Go,neko,Web,A self hosted virtual browser that runs in docker and uses WebRTC.,29,,,,
Go,cockroach,Data,"CockroachDB — the cloud native, distributed SQL database designed for high availability, effortless scale, and control over data placement.",6,,,,
Go,kops,Autre,"Kubernetes Operations (kOps) - Production Grade k8s Installation, Upgrades and Management",6,,,,
Go,beszel,API,"Lightweight server monitoring hub with historical data, docker stats, and alerts.",14,,,,
Go,cli,Autre,GitHub’s official command line tool,18,,,,
Go,crush,ML,The glamourous AI coding agent for your favourite terminal 💘,135,,,,
Go,hugo,Web,The world’s fastest framework for building websites.,19,,,,
Go,CloudflareSpeedTest,Autre,🌩「自选优选 IP」测试 Cloudflare CDN 延迟和速度，获取最快 IP ！当然也支持其他 CDN / 多个解析 IP 的网站 ~,21,,,,
Go,beats,Autre,🐠 Beats - Lightweight shippers for Elasticsearch & Logstash,3,,,,
TypeScript,activepieces,API,AI Agents & MCPs & AI Workflow Automation • (280+ MCP servers for AI agents) • AI Automation / AI Agent with MCPs • AI Workflows & AI Agents • MCPs for AI Agents,204,,,,
TypeScript,humanlayer,Web,"HumanLayer enables AI agents to communicate with humans in tool-based and async workflows. Guarantee human oversight of high-stakes function calls with approval workflows across slack, email and more. Bring your LLM and Framework of choice and start giving your AI agents safe access to the world. Agentic Workflows, human in the loop, tool calling",60,,,,
TypeScript,metamask-mobile,Web,Mobile web browser providing access to websites that use the Ethereum blockchain,2,,,,
TypeScript,bytebot,ML,"Bytebot is a self-hosted AI desktop agent that automates computer tasks through natural language commands, operating within a containerized Linux desktop environment.",81,,,,
TypeScript,mercur,Autre,Open-source multi-vendor marketplace platform for B2B & B2C. Built on top of MedusaJS. Create your own custom marketplace. 🛍️,31,,,,
TypeScript,lobe-chat,Web,"🤯 Lobe Chat - an open-source, modern design AI chat framework. Supports multiple AI providers (OpenAI / Claude 4 / Gemini / DeepSeek / Ollama / Qwen), Knowledge Base (file upload / RAG ), one click install MCP Marketplace and Artifacts / Thinking. One-click FREE deployment of your private AI Agent application.",47,,,,
TypeScript,eliza,Autre,Autonomous agents for everyone,13,,,,
TypeScript,Pulse,Autre,A responsive monitoring application for Proxmox VE that displays real-time metrics across multiple nodes,42,,,,
TypeScript,babel,Web,🐠 Babel is a compiler for writing next generation JavaScript.,5,,,,
TypeScript,create-better-t-stack,Autre,A modern CLI tool for scaffolding end-to-end type-safe TypeScript projects with best practices and customizable configurations,23,,,,
TypeScript,mcp-ui,Autre,SDK for UI over MCP. Create next-gen UI experiences!,137,,,,
TypeScript,openai-realtime-agents,API,"This is a simple demonstration of more advanced, agentic patterns built on top of the Realtime API.",23,,,,
TypeScript,dub,Autre,"The modern link attribution platform. Loved by world-class marketing teams like Twilio, Buffer, Framer, Perplexity, Vercel, and more.",12,,,,
TypeScript,note-gen,ML,A cross-platform Markdown AI note-taking software.,123,,,,
TypeScript,infisical,Autre,"Infisical is the open-source platform for secrets management, PKI, and SSH access.",16,,,,
Java,1brc,NLP,1️⃣🐝🏎️ The One Billion Row Challenge -- A fun exploration of how quickly 1B rows from a text file can be aggregated with Java,19,,,,
Java,Mindustry,Autre,The automation tower defense RTS,9,,,,
Java,awesome-low-level-design,Autre,Learn Low Level Design (LLD) and prepare for interviews using free resources.,27,,,,
Java,revanced-patches,Autre,🧩 Patches for ReVanced,7,,,,
Java,FoldCraftLauncher,Autre,"Fold Craft Launcher, an Android Minecraft : Java Edition launcher.",4,,,,
Java,DSA-Bootcamp-Java,Data,"This repository consists of the code samples, assignments, and notes for the Java data structures & algorithms + interview preparation bootcamp of WeMakeDevs.",14,,,,
Java,AndroRAT,API,A Simple android remote administration tool using sockets. It uses java on the client side and python on the server side,5,,,,
Java,ghidra,Web,Ghidra is a software reverse engineering (SRE) framework,24,,,,
Java,Paper,API,"The most widely used, high performance Minecraft server that aims to fix gameplay and mechanics inconsistencies",0,,,,
Java,adk-java,ML,"An open-source, code-first Java toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.",4,,,,
Java,Infinity-For-Reddit,API,A Reddit client for Android,9,,,,
Java,HyperCeiler,ML,HyperOS enhancement module - Make HyperOS Great Again!,5,,,,
Java,cryptomator,API,"Cryptomator for Windows, macOS, and Linux: Secure client-side encryption for your cloud storage, ensuring privacy and control over your data.",11,,,,
Java,jadx,Autre,Dex to Java decompiler,10,,,,
Java,termux-app,Autre,Termux - a terminal emulator application for Android OS extendible by variety of packages.,32,,,,
Java,fabric,Autre,Essential hooks for modding with Fabric.,2,,,,
Jupyter,prompt-eng-interactive-tutorial,Autre,Anthropic's Interactive Prompt Engineering Tutorial,43,,,,
Jupyter,AI-For-Beginners,ML,"12 Weeks, 24 Lessons, AI for All!",26,,,,
Jupyter,aie-book,ML,"[WIP] Resources for AI engineers. Also contains supporting materials for the book AI Engineering (Chip Huyen, 2025)",93,,,,
Jupyter,agents,ML,Repo for the Complete Agentic AI Engineering Course,12,,,,
Jupyter,learn-modern-ai-python,ML,Learn Modern AI Assisted Python with Type Hints,0,,,,
Jupyter,handson-ml2,ML,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",3,,,,
Jupyter,ai-agents-for-beginners,ML,11 Lessons to Get Started Building AI Agents,101,,,,
Jupyter,pandas_exercises,Autre,Practice your pandas skills!,6,,,,
Jupyter,Machine-Learning-Specialization-Coursera,ML,Contains Solutions and Notes for the Machine Learning Specialization By Stanford University and Deeplearning.ai - Coursera (2022) by Prof. Andrew NG,8,,,,
Jupyter,openai-cookbook,API,Examples and guides for using the OpenAI API,36,,,,
Jupyter,dio-lab-open-source,Autre,"Repositório do lab ""Contribuindo em um Projeto Open Source no GitHub"" da Digital Innovation One.",9,,,,
Jupyter,machine-learning-book,ML,Code Repository for Machine Learning with PyTorch and Scikit-Learn,7,,,,
Jupyter,gemini-fullstack-langgraph-quickstart,Autre,Get started with building Fullstack Agents using Gemini 2.5 and LangGraph,2,,,,
Python,MoneyPrinterTurbo,NLP,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,2099,,,,
Python,fastapi,Web,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",72,,,,
Python,openpilot,Autre,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars.",663,,,,
Python,claude-agent-sdk-python,Autre,Pas de description,178,,,,
Python,devops-exercises,Autre,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",56,,,,
Python,awesome-llm-apps,NLP,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",138,,,,
Python,PDFMathTranslate,ML,PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/MCP/Docker/Zotero,131,,,,
Python,pdfplumber,NLP,"Plumb a PDF for detailed information about each char, rectangle, line, et cetera — and easily extract text and tables.",243,,,,
Python,IMSI-catcher,Autre,This program show you IMSI numbers of cellphones around you.,17,,,,
Python,MinerU,NLP,Transforms complex documents like PDFs into LLM-ready markdown/JSON for your Agentic workflows.,132,,,,
Python,HelloGitHub,API,"分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",107,,,,
Python,erpnext,Autre,Free and Open Source Enterprise Resource Planning (ERP),224,,,,
Python,onyx,NLP,Open Source AI Platform - AI Chat with advanced features that works with every LLM,198,,,,
Python,disposable-email-domains,ML,a list of disposable email domains,5,,,,
Python,BEHAVIOR-1K,ML,BEHAVIOR-1K: a platform for accelerating Embodied AI research. Join our Discord for support: https://discord.gg/bccR5vGFEx,8,,,,
JavaScript,anime,Web,JavaScript animation engine,157,,,,
JavaScript,ToolJet,ML,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀",19,,,,
JavaScript,three-mesh-bvh,ML,A BVH implementation to speed up raycasting and enable spatial queries against three.js meshes.,12,,,,
JavaScript,awesome-copilot,Autre,"Community-contributed instructions, prompts, and configurations to help you make the most of GitHub Copilot.",91,,,,
JavaScript,public-apis,API,A collaborative list of public APIs for developers,26,,,,
JavaScript,reactjs-interview-questions,Autre,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,14,,,,
JavaScript,ethereumbook,Autre,"Mastering Ethereum, by Andreas M. Antonopoulos, Gavin Wood",7,,,,
JavaScript,claude-flow,Web,"🌊 The leading agent orchestration platform for Claude. Deploy intelligent multi-agent swarms, coordinate autonomous workflows, and build conversational AI systems. Features enterprise-grade architecture, distributed swarm intelligence, RAG integration, and native Claude Code support via MCP protocol. Ranked #1 in agent-based frameworks.",53,,,,
JavaScript,stdlib,Web,✨ The fundamental numerical library for JavaScript and TypeScript. ✨,3,,,,
JavaScript,node-red,Autre,Low-code programming for event-driven applications,27,,,,
JavaScript,create-react-app,Web,Set up a modern web app by running one command.,19,,,,
JavaScript,react-complete-guide-course-resources,Autre,"React - The Complete Guide Course Resources (Code, Attachments, Slides)",4,,,,
Rust,typst,Autre,A new markup-based typesetting system that is powerful and easy to learn.,64,,,,
Rust,monad-bft,Autre,Pas de description,86,,,,
Rust,pingora,Autre,"A library for building fast, reliable and evolvable network services.",17,,,,
Rust,fish-shell,Autre,The user-friendly command line shell.,20,,,,
Rust,vibe-kanban,ML,Kanban board to manage your AI coding agents,49,,,,
Rust,tauri,Web,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend.",42,,,,
Rust,fhevm,Web,"FHEVM, a full-stack framework for integrating Fully Homomorphic Encryption (FHE) with blockchain applications",390,,,,
Rust,arrow-rs,Autre,Official Rust implementation of Apache Arrow,0,,,,
Rust,vaultwarden,API,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs",25,,,,
Rust,ripgrep,Autre,ripgrep recursively searches directories for a regex pattern while respecting your gitignore,37,,,,
Rust,biome,Web,"A toolchain for web projects, aimed to provide functionalities to maintain them. Biome offers formatter and linter, usable via CLI and LSP.",19,,,,
Rust,amazon-q-developer-cli,Autre,✨ Agentic chat experience in your terminal. Build applications using natural language.,4,,,,
Rust,hickory-dns,API,"A Rust based DNS client, server, and resolver",5,,,,
Rust,rayhunter,Web,Rust tool to detect cell site simulators on an orbic mobile hotspot,8,,,,
Rust,LACT,Autre,Linux GPU Configuration And Monitoring Tool,25,,,,
Rust,Magisk,Autre,The Magic Mask for Android,37,,,,
Rust,oxc,Web,⚓ A collection of JavaScript tools written in Rust.,12,,,,
Rust,deno,Web,A modern runtime for JavaScript and TypeScript.,23,,,,
Rust,gleam,Autre,"⭐️ A friendly language for building type-safe, scalable systems!",12,,,,
Rust,bottlerocket,ML,An operating system designed for hosting containers,3,,,,
Go,fuck-u-code,Autre,Legacy-Mess Detector – assess the “legacy-mess level” of your code and output a beautiful report | 屎山代码检测器，评估代码的“屎山等级”并输出美观的报告,488,,,,
Go,trivy,ML,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",18,,,,
Go,moby,ML,The Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,11,,,,
Go,go-ethereum,Autre,Go implementation of the Ethereum protocol,26,,,,
Go,oauth2-proxy,API,"A reverse proxy that provides authentication with Google, Azure, OpenID Connect and many more identity providers.",184,,,,
Go,mux,Web,Package gorilla/mux is a powerful HTTP router and URL matcher for building Go web servers with 🦍,7,,,,
Go,bsc,API,A BNB Smart Chain client based on the go-ethereum fork,5,,,,
Go,nexa-sdk,NLP,"Run the latest LLMs and VLMs across GPU, NPU, and CPU with bindings for Python, Android Java, and iOS Swift, getting up and running quickly with OpenAI gpt-oss, Gemma 3, Qwen3, and more.",90,,,,
Go,keda,ML,KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes,5,,,,
Go,ssh3,Data,"SSH3: faster and rich secure shell using HTTP/3, checkout our article here: https://arxiv.org/abs/2312.08396 and our Internet-Draft: https://datatracker.ietf.org/doc/draft-michel-ssh3/",76,,,,
Go,zitadel,Autre,"ZITADEL - Identity infrastructure, simplified for you.",14,,,,
Go,godotenv,Autre,A Go port of Ruby's dotenv library (Loads environment variables from .env files),6,,,,
Go,kind,Autre,Kubernetes IN Docker - local clusters for testing Kubernetes,14,,,,
Go,argo-workflows,Autre,Workflow Engine for Kubernetes,1,,,,
Go,echo,Web,"High performance, minimalist Go web framework",18,,,,
Go,dbos-transact-golang,Autre,Durable Workflow Orchestration with Golang and Postgres,21,,,,
Go,compose,ML,Define and run multi-container applications with Docker,2,,,,
Go,memos,Autre,"A modern, open-source, self-hosted knowledge management and note-taking platform designed for privacy-conscious users and organizations.",41,,,,
TypeScript,developer-roadmap,Autre,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",483,,,,
TypeScript,claude-code,ML,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",298,,,,
TypeScript,Handy,NLP,"A free, open source, and extensible speech-to-text application that works completely offline.",67,,,,
TypeScript,logto,ML,"🧑‍🚀 Authentication and authorization infrastructure for SaaS and AI apps, built on OIDC and OAuth 2.1 with multi-tenancy, SSO, and RBAC.",2,,,,
TypeScript,RSSHub,Autre,🧡 Everything is RSSible,10,,,,
TypeScript,mcp-chrome,Web,"Chrome MCP Server is a Chrome extension-based Model Context Protocol (MCP) server that exposes your Chrome browser functionality to AI assistants like Claude, enabling complex browser automation, content analysis, and semantic search.",45,,,,
TypeScript,AFFiNE,ML,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use.",55,,,,
TypeScript,winboat,ML,Run Windows apps on 🐧 Linux with ✨ seamless integration,146,,,,
TypeScript,nuxt,Web,The Intuitive Vue Framework.,16,,,,
TypeScript,growthbook,Autre,Open Source Feature Flagging and A/B Testing Platform,16,,,,
TypeScript,nocobase,Autre,"NocoBase is an extensibility-first, open-source no-code/low-code platform for building business applications and enterprise solutions.",11,,,,
TypeScript,playwright-mcp,API,Playwright MCP server,124,,,,
TypeScript,onchainkit,ML,React components and TypeScript utilities to help you build top-tier onchain apps.,13,,,,
TypeScript,excalidraw,Autre,Virtual whiteboard for sketching hand-drawn like diagrams,58,,,,
Java,kestra,Data,"Orchestrate everything — from scripts to data, infra, AI, and business — as code, with UI and AI Copilot. Simple. Fast. Scalable.",38,,,,
Java,cursor-rules-java,Data,A collection of System prompts for Java that help software engineers in their daily programming work & data pipelines. 👉 Your feedback is important to evolve this project. Participate in the following questionnaire: 👈 https://forms.gle/TpNXENjmu45wuXoi6,12,,,,
Java,java,API,Official Java client library for kubernetes,0,,,,
Java,spring-ai,Web,An Application Framework for AI Engineering,11,,,,
Java,pulsar,Autre,Apache Pulsar - distributed pub-sub messaging system,3,,,,
Java,resilience4j,Autre,Resilience4j is a fault tolerance library designed for Java8 and functional programming,5,,,,
Java,rewrite,Autre,Automated mass refactoring of source code.,3,,,,
Java,hive,Autre,Apache Hive,2,,,,
Java,OpenSearch,API,🔎 Open source distributed and RESTful search engine.,9,,,,
Java,flink,Autre,Apache Flink,5,,,,
Java,java-sdk,API,The official Java SDK for Model Context Protocol servers and clients. Maintained in collaboration with Spring AI,8,,,,
Java,rocketmq,Autre,"Apache RocketMQ is a cloud native messaging and streaming platform, making it simple to build event-driven applications.",5,,,,
Java,seatunnel,Data,"SeaTunnel is a multimodal, high-performance, distributed, massive data integration tool.",5,,,,
Java,commons-lang,Autre,Apache Commons Lang,0,,,,
Java,mockito,Web,Most popular Mocking framework for unit tests written in Java,1,,,,
Jupyter,generative-ai-for-beginners,ML,"21 Lessons, Get Started Building with Generative AI",101,,,,
Jupyter,claude-cookbooks,Autre,A collection of notebooks/recipes showcasing some fun and effective ways of using Claude.,64,,,,
Jupyter,AI-Tutorial-Codes-Included,ML,Codes/Notebooks for AI Projects,19,,,,
Jupyter,CLIP,NLP,"CLIP (Contrastive Language-Image Pretraining), Predict the most relevant text snippet given an image",19,,,,
Jupyter,LIBERO,ML,Benchmarking Knowledge Transfer in Lifelong Robot Learning,2,,,,
Jupyter,pyannote-audio,ML,"Neural building blocks for speaker diarization: speech activity detection, speaker change detection, overlapped speech detection, speaker embedding",19,,,,
Jupyter,handson-ml3,ML,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",15,,,,
Python,agent-lightning,ML,The absolute trainer to light up AI agents.,408,,,,
Python,BettaFish,Autre,微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。,105,,,,
Python,LLaMA-Factory,NLP,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),118,,,,
Python,adk-samples,Autre,A collection of sample agents built with Agent Development (ADK),76,,,,
Python,deepagents,Autre,Pas de description,55,,,,
Python,Deep-Live-Cam,Autre,real time face swap and one-click video deepfake with only a single image,225,,,,
Python,AP2,ML,Building a Secure and Interoperable Future for AI-Driven Payments.,8,,,,
Python,olmocr,NLP,Toolkit for linearizing PDFs for LLM datasets/training,193,,,,
Python,wandb,ML,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.",4,,,,
Python,physicsnemo,Web,"Open-source deep-learning framework for building, training, and fine-tuning deep learning models using state-of-the-art Physics-ML methods",8,,,,
Python,LEANN,Autre,"RAG on Everything with LEANN. Enjoy 97% storage savings while running a fast, accurate, and 100% private RAG application on your personal device.",98,,,,
Python,spring2025-lectures,Autre,Pas de description,124,,,,
Python,xiaomusic,Autre,使用小爱音箱播放音乐，音乐使用 yt-dlp 下载。,197,,,,
Python,pixeltable,Data,"Pixeltable — Data Infrastructure providing a declarative, incremental approach for multimodal AI workloads.",34,,,,
Python,AI-Researcher,ML,"[NeurIPS2025] ""AI-Researcher: Autonomous Scientific Innovation"" -- A production-ready version: https://novix.science/chat",28,,,,
Python,mkdocs-material,Autre,Documentation that simply works,18,,,,
JavaScript,claude-relay-service,ML,CRS-自建Claude Code镜像，一站式开源中转服务，让 Claude、OpenAI、Gemini、Droid 订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。,47,,,,
JavaScript,social-analyzer,Web,"API, CLI, and Web App for analyzing and finding a person's profile in 1000 social media \ websites",532,,,,
JavaScript,Web-Dev-For-Beginners,Web,"24 Lessons, 12 Weeks, Get Started as a Web Developer",318,,,,
JavaScript,glass,Autre,Digital Mind Extension,27,,,,
JavaScript,snapdom,Web,snapDOM captures HTML elements to images with exceptional speed and accuracy.,66,,,,
JavaScript,fishes,Autre,Pas de description,7,,,,
JavaScript,drawio-desktop,Autre,Official electron build of draw.io,26,,,,
JavaScript,transformer-explainer,NLP,Transformer Explained Visually: Learn How LLM Transformer Models Work with Interactive Visualization,8,,,,
JavaScript,Xget,API,"Ultra-high-performance, secure, all-in-one acceleration engine for developer resources whose performance far surpasses traditional accelerators, delivering a unified, efficient acceleration experience across multiple platforms | 超高性能、安全的一站式开发者资源加速引擎，其性能远超传统加速器，提供跨多个平台的统一高效的加速体验，涵盖代码储存库、包管理、AI 推理 API、容器镜像、模型及数据集等",32,,,,
JavaScript,planka,Autre,PLANKA is the kanban-style project mastering tool for everyone.,21,,,,
JavaScript,blur-my-shell,Autre,"Extension that adds a blur look to different parts of the GNOME Shell, including the top panel, dash and overview",6,,,,
JavaScript,javascript-interview-questions,Web,List of 1000 JavaScript Interview Questions,3,,,,
JavaScript,video.js,Web,Video.js - open source HTML5 video player,4,,,,
JavaScript,Luckysheet,Autre,Luckysheet upgraded to Univer,4,,,,
Rust,goose,NLP,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM",64,,,,
Rust,foundry,Autre,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust.",9,,,,
Rust,kata-containers,ML,"Kata Containers is an open source project and community working to build a standard implementation of lightweight Virtual Machines (VMs) that feel and perform like containers, but provide the workload isolation and security advantages of VMs. https://katacontainers.io/",9,,,,
Rust,edit,Autre,We all edit.,41,,,,
Rust,packages,Autre,Packages for Typst.,8,,,,
Rust,sea-orm,Autre,🐚 An async & dynamic ORM for Rust,6,,,,
Rust,ethrex,API,"Minimalist, fast and modular implementation of the Ethereum protocol in Rust. L1 and L2 execution client.",2,,,,
Rust,warpgate,API,"Fully transparent SSH, HTTPS, MySQL and Postgres bastion/PAM that doesn't need additional client-side software",11,,,,
Rust,ruff,Autre,"An extremely fast Python linter and code formatter, written in Rust.",33,,,,
Go,chainlink,ML,"node of the decentralized oracle network, bridging on and off-chain computation",13,,,,
Go,helm,Autre,The Kubernetes Package Manager,97,,,,
Go,WeKnora,Web,"LLM-powered framework for deep document understanding, semantic retrieval, and context-aware answers using RAG paradigm.",248,,,,
Go,milvus,Data,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",21,,,,
Go,dashboard,Web,General-purpose web UI for Kubernetes clusters,2,,,,
Go,filebrowser,Web,📂 Web File Browser,17,,,,
Go,cosmos-sdk,Web,⛓️ A Framework for Building High Value Public Blockchains ✨,3,,,,
Go,act,Autre,Run your GitHub Actions locally 🚀,45,,,,
Go,k8s-device-plugin,Autre,NVIDIA device plugin for Kubernetes,5,,,,
Go,LocalAI,NLP,"🤖 The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI, running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P and decentralized inference",26,,,,
